Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of cell projection organization (GO:0031346)	5/117	5.618072e-05	1.865200e-02	0	0	1.361126e+01	1.332126e+02	PTPRD;ROBO2;CAMK1D;MAGI2;TOX
GO_Biological_Process_2021	transmembrane receptor protein tyrosine phosphatase signaling pathway (GO:0007185)	2/6	1.794914e-04	2.979557e-02	0	0	1.465147e+02	1.263746e+03	PTPRD;TRIO
GO_Biological_Process_2021	positive regulation of neuron projection development (GO:0010976)	3/88	3.642560e-03	2.280384e-01	0	0	1.045391e+01	5.869940e+01	CAMK1D;MAGI2;TOX
GO_Biological_Process_2021	negative regulation of cell motility (GO:2000146)	3/114	7.482913e-03	2.280384e-01	0	0	7.994756e+00	3.913539e+01	TCAF1;MAGI2;SRGAP3
GO_Biological_Process_2021	regulation of synapse assembly (GO:0051963)	2/47	1.179290e-02	2.280384e-01	0	0	1.299673e+01	5.770884e+01	ROBO2;PTPRD
GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	3/140	1.306047e-02	2.280384e-01	0	0	6.469005e+00	2.806361e+01	PTPRD;TRIO;GFRA2
GO_Biological_Process_2021	regulation of small GTPase mediated signal transduction (GO:0051056)	3/141	1.331149e-02	2.280384e-01	0	0	6.421804e+00	2.773659e+01	TRIO;RHOJ;SRGAP3
GO_Biological_Process_2021	negative regulation of cell migration (GO:0030336)	3/144	1.408108e-02	2.280384e-01	0	0	6.284217e+00	2.678914e+01	TCAF1;MAGI2;SRGAP3
GO_Biological_Process_2021	positive regulation of anion transmembrane transport (GO:1903961)	1/5	1.737951e-02	2.280384e-01	0	0	7.219565e+01	2.925702e+02	TCAF1
GO_Biological_Process_2021	protein side chain deglutamylation (GO:0035610)	1/5	1.737951e-02	2.280384e-01	0	0	7.219565e+01	2.925702e+02	AGBL4
GO_Biological_Process_2021	negative regulation of synapse organization (GO:1905809)	1/5	1.737951e-02	2.280384e-01	0	0	7.219565e+01	2.925702e+02	ROBO2
GO_Biological_Process_2021	SRP-dependent cotranslational protein targeting to membrane, translocation (GO:0006616)	1/5	1.737951e-02	2.280384e-01	0	0	7.219565e+01	2.925702e+02	SRP54
GO_Biological_Process_2021	cerebral cortex neuron differentiation (GO:0021895)	1/5	1.737951e-02	2.280384e-01	0	0	7.219565e+01	2.925702e+02	TOX
GO_Biological_Process_2021	positive regulation of DNA demethylation (GO:1901537)	1/5	1.737951e-02	2.280384e-01	0	0	7.219565e+01	2.925702e+02	TOX
GO_Biological_Process_2021	axon choice point recognition (GO:0016198)	1/5	1.737951e-02	2.280384e-01	0	0	7.219565e+01	2.925702e+02	ROBO2
GO_Biological_Process_2021	C-terminal protein deglutamylation (GO:0035609)	1/5	1.737951e-02	2.280384e-01	0	0	7.219565e+01	2.925702e+02	AGBL4
GO_Biological_Process_2021	regulation of cellular response to osmotic stress (GO:0106049)	1/5	1.737951e-02	2.280384e-01	0	0	7.219565e+01	2.925702e+02	EFHD1
GO_Biological_Process_2021	protein de-ADP-ribosylation (GO:0051725)	1/5	1.737951e-02	2.280384e-01	0	0	7.219565e+01	2.925702e+02	MACROD1
GO_Biological_Process_2021	regulation of neuron projection development (GO:0010975)	3/165	2.016950e-02	2.280384e-01	0	0	5.463792e+00	2.132837e+01	CAMK1D;MAGI2;TOX
GO_Biological_Process_2021	T-tubule organization (GO:0033292)	1/6	2.081953e-02	2.280384e-01	0	0	5.775362e+01	2.236142e+02	MYOF
