Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	transmembrane receptor protein phosphatase activity (GO:0019198)	3/16	1.412467e-04	8.898545e-03	0	0	3.608177e+01	3.198650e+02	PTPRT;PTPRD;PTPRB
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine phosphatase activity (GO:0005001)	3/16	1.412467e-04	8.898545e-03	0	0	3.608177e+01	3.198650e+02	PTPRT;PTPRD;PTPRB
GO_Molecular_Function_2021	protein tyrosine phosphatase activity (GO:0004725)	4/74	1.379678e-03	5.794646e-02	0	0	8.979592e+00	5.913874e+01	PTPRT;PTPRD;PTPRB;CDC25A
GO_Molecular_Function_2021	tubulin binding (GO:0015631)	7/307	3.974927e-03	1.252102e-01	0	0	3.712466e+00	2.052158e+01	PRKN;AGBL4;MTUS2;LRPPRC;NCALD;DLGAP5;MAP4K4
GO_Molecular_Function_2021	chemorepellent activity (GO:0045499)	2/25	1.140601e-02	2.874314e-01	0	0	1.348302e+01	6.031783e+01	SEMA3E;NRG1
GO_Molecular_Function_2021	7S RNA binding (GO:0008312)	1/5	3.208321e-02	4.003706e-01	0	0	3.850000e+01	1.324178e+02	SRP54
GO_Molecular_Function_2021	creatine kinase activity (GO:0004111)	1/5	3.208321e-02	4.003706e-01	0	0	3.850000e+01	1.324178e+02	MAP4K4
GO_Molecular_Function_2021	ErbB-3 class receptor binding (GO:0043125)	1/5	3.208321e-02	4.003706e-01	0	0	3.850000e+01	1.324178e+02	NRG1
GO_Molecular_Function_2021	phosphotransferase activity, nitrogenous group as acceptor (GO:0016775)	1/5	3.208321e-02	4.003706e-01	0	0	3.850000e+01	1.324178e+02	MAP4K4
GO_Molecular_Function_2021	STAT family protein binding (GO:0097677)	1/6	3.837623e-02	4.003706e-01	0	0	3.079845e+01	1.004127e+02	PTPRT
GO_Molecular_Function_2021	L-serine transmembrane transporter activity (GO:0015194)	1/6	3.837623e-02	4.003706e-01	0	0	3.079845e+01	1.004127e+02	SFXN1
GO_Molecular_Function_2021	3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555)	1/7	4.462864e-02	4.003706e-01	0	0	2.566408e+01	7.979937e+01	PDE1C
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine kinase activator activity (GO:0030297)	1/7	4.462864e-02	4.003706e-01	0	0	2.566408e+01	7.979937e+01	NRG1
GO_Molecular_Function_2021	MutSalpha complex binding (GO:0032407)	1/7	4.462864e-02	4.003706e-01	0	0	2.566408e+01	7.979937e+01	MCM9
GO_Molecular_Function_2021	serine transmembrane transporter activity (GO:0022889)	1/8	5.084071e-02	4.003706e-01	0	0	2.199668e+01	6.552938e+01	SFXN1
GO_Molecular_Function_2021	xylosyltransferase activity (GO:0042285)	1/8	5.084071e-02	4.003706e-01	0	0	2.199668e+01	6.552938e+01	LARGE1
GO_Molecular_Function_2021	activin receptor binding (GO:0070697)	1/10	6.314486e-02	4.028572e-01	0	0	1.710680e+01	4.725453e+01	MAGI2
GO_Molecular_Function_2021	G-quadruplex DNA binding (GO:0051880)	1/10	6.314486e-02	4.028572e-01	0	0	1.710680e+01	4.725453e+01	CNBP
GO_Molecular_Function_2021	microtubule binding (GO:0008017)	4/232	6.493107e-02	4.028572e-01	0	0	2.734893e+00	7.478370e+00	MTUS2;LRPPRC;DLGAP5;MAP4K4
GO_Molecular_Function_2021	outward rectifier potassium channel activity (GO:0015271)	1/11	6.923746e-02	4.028572e-01	0	0	1.539535e+01	4.110886e+01	KCND3
GO_Molecular_Function_2021	aspartic-type peptidase activity (GO:0070001)	1/12	7.529073e-02	4.028572e-01	0	0	1.399507e+01	3.619682e+01	PGC
GO_Molecular_Function_2021	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization (GO:1902282)	1/12	7.529073e-02	4.028572e-01	0	0	1.399507e+01	3.619682e+01	KCND3
GO_Molecular_Function_2021	I-SMAD binding (GO:0070411)	1/13	8.130494e-02	4.028572e-01	0	0	1.282817e+01	3.219290e+01	SMAD9
GO_Molecular_Function_2021	5'-nucleotidase activity (GO:0008253)	1/14	8.728033e-02	4.028572e-01	0	0	1.184079e+01	2.887530e+01	NT5DC1
GO_Molecular_Function_2021	phospholipase binding (GO:0043274)	1/14	8.728033e-02	4.028572e-01	0	0	1.184079e+01	2.887530e+01	PRKN
GO_Molecular_Function_2021	aspartic-type endopeptidase activity (GO:0004190)	1/15	9.321715e-02	4.028572e-01	0	0	1.099446e+01	2.608792e+01	PGC
GO_Molecular_Function_2021	mannose binding (GO:0005537)	1/15	9.321715e-02	4.028572e-01	0	0	1.099446e+01	2.608792e+01	LMAN1
GO_Molecular_Function_2021	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization (GO:0086008)	1/15	9.321715e-02	4.028572e-01	0	0	1.099446e+01	2.608792e+01	KCND3
GO_Molecular_Function_2021	heparan sulfate sulfotransferase activity (GO:0034483)	1/15	9.321715e-02	4.028572e-01	0	0	1.099446e+01	2.608792e+01	HS6ST3
GO_Molecular_Function_2021	nucleotidase activity (GO:0008252)	1/16	9.911565e-02	4.028572e-01	0	0	1.026098e+01	2.371793e+01	NT5DC1
GO_Molecular_Function_2021	hydrolase activity, hydrolyzing N-glycosyl compounds (GO:0016799)	1/16	9.911565e-02	4.028572e-01	0	0	1.026098e+01	2.371793e+01	MACROD1
GO_Molecular_Function_2021	adrenergic receptor binding (GO:0031690)	1/17	1.049761e-01	4.133433e-01	0	0	9.619186e+00	2.168186e+01	MAGI2
GO_Molecular_Function_2021	ankyrin binding (GO:0030506)	1/19	1.165837e-01	4.282543e-01	0	0	8.549526e+00	1.837418e+01	NRCAM
GO_Molecular_Function_2021	protein tyrosine kinase activator activity (GO:0030296)	1/19	1.165837e-01	4.282543e-01	0	0	8.549526e+00	1.837418e+01	NRG1
GO_Molecular_Function_2021	3',5'-cyclic-nucleotide phosphodiesterase activity (GO:0004114)	1/21	1.280419e-01	4.282543e-01	0	0	7.693798e+00	1.581382e+01	PDE1C
GO_Molecular_Function_2021	ubiquitin-specific protease binding (GO:1990381)	1/21	1.280419e-01	4.282543e-01	0	0	7.693798e+00	1.581382e+01	PRKN
GO_Molecular_Function_2021	mannosyltransferase activity (GO:0000030)	1/22	1.337156e-01	4.282543e-01	0	0	7.327058e+00	1.474234e+01	TMTC1
GO_Molecular_Function_2021	semaphorin receptor binding (GO:0030215)	1/23	1.393526e-01	4.282543e-01	0	0	6.993658e+00	1.378274e+01	SEMA3E
GO_Molecular_Function_2021	cyclic-nucleotide phosphodiesterase activity (GO:0004112)	1/23	1.393526e-01	4.282543e-01	0	0	6.993658e+00	1.378274e+01	PDE1C
