Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	vacuolar membrane (GO:0005774)	2/45	5.443068e-03	2.558242e-01	0	0	1.970114e+01	1.027102e+02	VAC14;ATG16L1
GO_Cellular_Component_2021	phosphatidylinositol 3-kinase complex, class III (GO:0035032)	1/6	1.461194e-02	3.433807e-01	0	0	8.310833e+01	3.512088e+02	VAC14
GO_Cellular_Component_2021	autophagosome membrane (GO:0000421)	1/22	5.256246e-02	4.923507e-01	0	0	1.977183e+01	5.824292e+01	ATG16L1
GO_Cellular_Component_2021	collagen-containing extracellular matrix (GO:0062023)	3/380	6.606794e-02	4.923507e-01	0	0	3.386115e+00	9.200316e+00	LMAN1;COL24A1;COL6A5
GO_Cellular_Component_2021	endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116)	1/49	1.133825e-01	4.923507e-01	0	0	8.638455e+00	1.880582e+01	LMAN1
GO_Cellular_Component_2021	ER to Golgi transport vesicle membrane (GO:0012507)	1/54	1.242179e-01	4.923507e-01	0	0	7.821541e+00	1.631353e+01	LMAN1
GO_Cellular_Component_2021	coated vesicle membrane (GO:0030662)	1/55	1.263694e-01	4.923507e-01	0	0	7.676312e+00	1.587880e+01	LMAN1
GO_Cellular_Component_2021	transport vesicle membrane (GO:0030658)	1/60	1.370493e-01	4.923507e-01	0	0	7.024011e+00	1.395962e+01	LMAN1
GO_Cellular_Component_2021	late endosome membrane (GO:0031902)	1/68	1.538718e-01	4.923507e-01	0	0	6.182836e+00	1.157202e+01	VAC14
GO_Cellular_Component_2021	autophagosome (GO:0005776)	1/69	1.559518e-01	4.923507e-01	0	0	6.091605e+00	1.131947e+01	ATG16L1
GO_Cellular_Component_2021	glutamatergic synapse (GO:0098978)	1/69	1.559518e-01	4.923507e-01	0	0	6.091605e+00	1.131947e+01	PTPRD
GO_Cellular_Component_2021	tertiary granule membrane (GO:0070821)	1/73	1.642222e-01	4.923507e-01	0	0	5.752025e+00	1.039123e+01	PTPRB
GO_Cellular_Component_2021	voltage-gated potassium channel complex (GO:0008076)	1/73	1.642222e-01	4.923507e-01	0	0	5.752025e+00	1.039123e+01	KCND3
