Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	transmembrane receptor protein phosphatase activity (GO:0019198)	2/16	1.525477e-03	4.500156e-02	0	0	4.006640e+01	2.598486e+02	PTPRD;PTPRB
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine phosphatase activity (GO:0005001)	2/16	1.525477e-03	4.500156e-02	0	0	4.006640e+01	2.598486e+02	PTPRD;PTPRB
GO_Molecular_Function_2021	chemorepellent activity (GO:0045499)	2/25	3.733610e-03	7.342765e-02	0	0	2.437722e+01	1.362779e+02	SEMA3E;NRG1
GO_Molecular_Function_2021	ErbB-3 class receptor binding (GO:0043125)	1/5	1.811892e-02	2.111348e-01	0	0	6.917708e+01	2.774554e+02	NRG1
GO_Molecular_Function_2021	glial cell-derived neurotrophic factor receptor activity (GO:0016167)	1/5	1.811892e-02	2.111348e-01	0	0	6.917708e+01	2.774554e+02	GFRA2
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine kinase activator activity (GO:0030297)	1/7	2.527550e-02	2.111348e-01	0	0	4.611343e+01	1.696015e+02	NRG1
GO_Molecular_Function_2021	protein tyrosine phosphatase activity (GO:0004725)	2/74	2.997324e-02	2.111348e-01	0	0	7.767997e+00	2.724586e+01	PTPRD;PTPRB
GO_Molecular_Function_2021	potassium:chloride symporter activity (GO:0015379)	1/9	3.238064e-02	2.111348e-01	0	0	3.458160e+01	1.186216e+02	SLC12A9
GO_Molecular_Function_2021	histone methyltransferase activity (H3-K9 specific) (GO:0046974)	1/10	3.591403e-02	2.111348e-01	0	0	3.073765e+01	1.022527e+02	MECOM
GO_Molecular_Function_2021	cation:chloride symporter activity (GO:0015377)	1/10	3.591403e-02	2.111348e-01	0	0	3.073765e+01	1.022527e+02	SLC12A9
GO_Molecular_Function_2021	outward rectifier potassium channel activity (GO:0015271)	1/11	3.943469e-02	2.111348e-01	0	0	2.766250e+01	8.943589e+01	KCND3
GO_Molecular_Function_2021	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization (GO:1902282)	1/12	4.294268e-02	2.111348e-01	0	0	2.514646e+01	7.915828e+01	KCND3
GO_Molecular_Function_2021	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization (GO:0086008)	1/15	5.339099e-02	2.423130e-01	0	0	1.975496e+01	5.788427e+01	KCND3
GO_Molecular_Function_2021	protein tyrosine kinase activator activity (GO:0030296)	1/19	6.714726e-02	2.641125e-01	0	0	1.536188e+01	4.149041e+01	NRG1
GO_Molecular_Function_2021	ankyrin binding (GO:0030506)	1/19	6.714726e-02	2.641125e-01	0	0	1.536188e+01	4.149041e+01	NRCAM
GO_Molecular_Function_2021	semaphorin receptor binding (GO:0030215)	1/23	8.070632e-02	2.976045e-01	0	0	1.256629e+01	3.162857e+01	SEMA3E
GO_Molecular_Function_2021	potassium ion transmembrane transporter activity (GO:0015079)	1/32	1.105075e-01	3.835262e-01	0	0	8.913978e+00	1.963457e+01	SLC12A9
GO_Molecular_Function_2021	DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)	3/333	1.221033e-01	4.002276e-01	0	0	2.545065e+00	5.351986e+00	TFCP2;MECOM;NFIB
GO_Molecular_Function_2021	ATP hydrolysis activity (GO:0140603)	1/45	1.518787e-01	4.480422e-01	0	0	6.276199e+00	1.182858e+01	RNF213
GO_Molecular_Function_2021	histone-lysine N-methyltransferase activity (GO:0018024)	1/45	1.518787e-01	4.480422e-01	0	0	6.276199e+00	1.182858e+01	MECOM
GO_Molecular_Function_2021	transcription coregulator binding (GO:0001221)	1/53	1.763884e-01	4.955675e-01	0	0	5.308494e+00	9.210590e+00	CHD6
GO_Molecular_Function_2021	receptor tyrosine kinase binding (GO:0030971)	1/56	1.853983e-01	4.972046e-01	0	0	5.018182e+00	8.456884e+00	NRG1
GO_Molecular_Function_2021	protein kinase activator activity (GO:0030295)	1/63	2.060451e-01	5.285505e-01	0	0	4.450045e+00	7.029559e+00	NRG1
GO_Molecular_Function_2021	protein tyrosine kinase binding (GO:1990782)	1/72	2.318340e-01	5.695217e-01	0	0	3.884194e+00	5.677656e+00	NRG1
GO_Molecular_Function_2021	voltage-gated potassium channel activity (GO:0005249)	1/82	2.595202e-01	5.695217e-01	0	0	3.402949e+00	4.590309e+00	KCND3
