Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Mucin type O-glycan biosynthesis	2/36	2.254072e-02	4.835029e-01	0	0	9.188050e+00	3.484505e+01	GALNT17;GALNTL6
KEGG_2021_Human	Protein digestion and absorption	3/103	2.906809e-02	4.835029e-01	0	0	4.707381e+00	1.665525e+01	COL4A2;COL24A1;COL4A4
KEGG_2021_Human	Other types of O-glycan biosynthesis	2/47	3.694744e-02	4.835029e-01	0	0	6.938233e+00	2.288409e+01	GALNT17;GALNTL6
KEGG_2021_Human	Riboflavin metabolism	1/8	5.045843e-02	4.835029e-01	0	0	2.216964e+01	6.621198e+01	ENPP3
KEGG_2021_Human	Purine metabolism	3/129	5.100077e-02	4.835029e-01	0	0	3.731104e+00	1.110345e+01	PDE1C;GDA;ENPP3
KEGG_2021_Human	Renin secretion	2/69	7.323135e-02	4.835029e-01	0	0	4.654836e+00	1.216835e+01	PDE1C;ADORA1
KEGG_2021_Human	Taste transduction	2/86	1.064490e-01	4.835029e-01	0	0	3.709599e+00	8.309833e+00	PDE1C;HTR1E
KEGG_2021_Human	ECM-receptor interaction	2/88	1.105864e-01	4.835029e-01	0	0	3.622963e+00	7.977611e+00	COL4A2;COL4A4
KEGG_2021_Human	Axon guidance	3/182	1.135175e-01	4.835029e-01	0	0	2.619314e+00	5.699099e+00	ROBO2;SEMA3E;SRGAP3
KEGG_2021_Human	Morphine addiction	2/91	1.168705e-01	4.835029e-01	0	0	3.500310e+00	7.514075e+00	PDE1C;ADORA1
KEGG_2021_Human	Small cell lung cancer	2/92	1.189851e-01	4.835029e-01	0	0	3.461242e+00	7.368143e+00	COL4A2;COL4A4
KEGG_2021_Human	TGF-beta signaling pathway	2/94	1.232429e-01	4.835029e-01	0	0	3.385656e+00	7.088202e+00	SMAD9;THSD4
KEGG_2021_Human	Pantothenate and CoA biosynthesis	1/21	1.271194e-01	4.835029e-01	0	0	7.754297e+00	1.599423e+01	ENPP3
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	2/100	1.362302e-01	4.835029e-01	0	0	3.177406e+00	6.333870e+00	COL4A2;COL4A4
KEGG_2021_Human	Mannose type O-glycan biosynthesis	1/23	1.383553e-01	4.835029e-01	0	0	7.048651e+00	1.394174e+01	LARGE1
KEGG_2021_Human	Protein export	1/23	1.383553e-01	4.835029e-01	0	0	7.048651e+00	1.394174e+01	SRP54
KEGG_2021_Human	Amoebiasis	2/102	1.406253e-01	4.835029e-01	0	0	3.113543e+00	6.107701e+00	COL4A2;COL4A4
KEGG_2021_Human	T cell receptor signaling pathway	2/104	1.450509e-01	4.835029e-01	0	0	3.052185e+00	5.892764e+00	ITK;MAP3K8
KEGG_2021_Human	Relaxin signaling pathway	2/129	2.023661e-01	5.942006e-01	0	0	2.448261e+00	3.911530e+00	COL4A2;COL4A4
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	1/35	2.028194e-01	5.942006e-01	0	0	4.558134e+00	7.272227e+00	ENPP3
KEGG_2021_Human	Starch and sucrose metabolism	1/36	2.079702e-01	5.942006e-01	0	0	4.427679e+00	6.953051e+00	ENPP3
KEGG_2021_Human	Glycosaminoglycan biosynthesis	1/53	2.906488e-01	7.608078e-01	0	0	2.977614e+00	3.679258e+00	HS6ST3
KEGG_2021_Human	Regulation of lipolysis in adipocytes	1/55	2.997943e-01	7.608078e-01	0	0	2.867043e+00	3.453808e+00	ADORA1
KEGG_2021_Human	Pyrimidine metabolism	1/56	3.043231e-01	7.608078e-01	0	0	2.814773e+00	3.348637e+00	ENPP3
KEGG_2021_Human	Notch signaling pathway	1/59	3.177358e-01	7.625659e-01	0	0	2.668777e+00	3.059847e+00	NUMB
KEGG_2021_Human	Focal adhesion	2/201	3.727775e-01	8.072104e-01	0	0	1.556760e+00	1.536170e+00	COL4A2;COL4A4
KEGG_2021_Human	Glioma	1/75	3.850528e-01	8.072104e-01	0	0	2.090055e+00	1.994696e+00	CAMK1D
