Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	vacuolar membrane (GO:0005774)	2/45	3.656818e-03	1.609000e-01	0	0	2.437821e+01	1.367901e+02	VAC14;ATG16L1
GO_Cellular_Component_2021	phosphatidylinositol 3-kinase complex, class III (GO:0035032)	1/6	1.194153e-02	2.627137e-01	0	0	1.023333e+02	4.531047e+02	VAC14
GO_Cellular_Component_2021	RISC complex (GO:0016442)	1/13	2.569772e-02	3.768999e-01	0	0	4.262393e+01	1.560613e+02	LIMD1
GO_Cellular_Component_2021	autophagosome membrane (GO:0000421)	1/22	4.311015e-02	4.742116e-01	0	0	2.434554e+01	7.654231e+01	ATG16L1
GO_Cellular_Component_2021	late endosome membrane (GO:0031902)	1/68	1.274755e-01	4.815200e-01	0	0	7.613088e+00	1.568168e+01	VAC14
GO_Cellular_Component_2021	autophagosome (GO:0005776)	1/69	1.292265e-01	4.815200e-01	0	0	7.500754e+00	1.534796e+01	ATG16L1
GO_Cellular_Component_2021	tertiary granule membrane (GO:0070821)	1/73	1.361963e-01	4.815200e-01	0	0	7.082621e+00	1.412032e+01	PTPRB
GO_Cellular_Component_2021	voltage-gated potassium channel complex (GO:0008076)	1/73	1.361963e-01	4.815200e-01	0	0	7.082621e+00	1.412032e+01	KCND3
GO_Cellular_Component_2021	clathrin-coated vesicle (GO:0030136)	1/80	1.482628e-01	4.815200e-01	0	0	6.452775e+00	1.231686e+01	CEMIP
GO_Cellular_Component_2021	P-body (GO:0000932)	1/80	1.482628e-01	4.815200e-01	0	0	6.452775e+00	1.231686e+01	LIMD1
GO_Cellular_Component_2021	potassium channel complex (GO:0034705)	1/80	1.482628e-01	4.815200e-01	0	0	6.452775e+00	1.231686e+01	KCND3
GO_Cellular_Component_2021	clathrin-coated endocytic vesicle (GO:0045334)	1/85	1.567809e-01	4.815200e-01	0	0	6.067155e+00	1.124187e+01	CEMIP
GO_Cellular_Component_2021	specific granule membrane (GO:0035579)	1/91	1.668931e-01	4.815200e-01	0	0	5.660969e+00	1.013541e+01	PTPRB
GO_Cellular_Component_2021	collagen-containing extracellular matrix (GO:0062023)	2/380	1.759771e-01	4.815200e-01	0	0	2.726539e+00	4.737092e+00	COL24A1;COL6A5
GO_Cellular_Component_2021	early endosome membrane (GO:0031901)	1/97	1.768870e-01	4.815200e-01	0	0	5.305556e+00	9.190517e+00	VAC14
GO_Cellular_Component_2021	focal adhesion (GO:0005925)	2/387	1.809980e-01	4.815200e-01	0	0	2.676008e+00	4.574018e+00	LIMD1;PTK2
